"","name_text6","state_text6","last_digit_text6"
"623","*C & L Rural Electric Cooperative Corporation..","Arkansas","34"
"625","sociation, Inc..The","Kansas","265"
"626","Caney Electric Company, The","Kansas","236"
"627","Cannon Mills Co","North Carolina","567"
"628","","South Carolina","713"
"629","""Canoochee Electric Membership Corporation","Georgia","114"
"631","&","New York","527"
"632","""Canton Light and Water Department","Missouri","434"
"633","""Canton Municipal Utilities","Mississippi","408"
"634","""Canyonville, City of","Oregon","663"
"635","Cape & Vineyard Electric Company","Massachusetts","322"
"636","""Capital Electric Power Association","Mississippi","413"
"637","""Cap Rock Electric Cooperative, Inc","Texas","780"
"639","&","Colorado","57"
"640","Carbon Fuel Co., The","West Virginia","851"
"641","""Carey Board of Trustees of Public Affairs","Ohio","612"
"642","Caribou Water, Light and Power Company","Maine '","298"
"644","&","Nevada","498"
"645","""Carlisle Electric Plant","Iowa","209"
"646","Carlisle Lumber Co","Washington","832"
"647","""Carlsbad Caverns National Park","New Mexico","523"
"648","""Carlton County Cooperative Power Association..","Minnesota","399"
"649","""Carlyle Electric and Water Department","Illinois","145"
"650","""Carmen Light and Water Plant","Oklahoma","641"
"651","""Carmi Water, Light, and Power","Illinois","145"
"652","Carnegie-Illinois Steel Corporation","Illinois","143"
"653","","Indiana","170"
"654","","Ohio","609"
"655","","Pennsylvania","694"
"656","Carolina Aluminum Company","North Carolina","567"
"657","Carolina Mountain Power Corporation","North Carolina","560"
"659","&","North Carolina","560"
"660","","South Carolina","709"
"661","Carpenter, Harley D","Pennsylvania","669"
"662","""Carpenter, Town of","Iowa","209"
"664","&","Maine","298"
"665","""Carroll County P^lectrical Department","Tennessee","740"
"667","poration","Indiana","184"
"668","""Carroll Electric Cooperative, Inc","Ohio","628"
"669","""Carroll Electric Cooperative Corporation","Arkansas","34"
"670","""Carroll Electric Membership Corporation, Th","he Georgia","114"
"671","Carroll, J. C","Oklahoma","634"
"672","""Carrollton Municipal Utilities","Missouri","434"
"673","""Carroll, Village of _","Nebraska","469"
"674","""Cartersville, City of","Georgia","107"
"675","""Carthage Water and Electric Plant","Missouri","434"
"676","""Cascade Locks, City of","Oregon","663"
"677","""Cascade Municipal Electric Plant..","Iowa","209"
"678","Cascade Power Company","North Carolina","561"
"679","Cascade Utilities, Inc","Oregon","656"
"680","Casco Bay Light &Water Company","Maine","299"
"681","*Casey Light and Water Dept","Illinois","145"
"682","*Cashion, Town of","Oklahoma.","641"
"686","•Cashmere Water & Light Department","Washington","834"
"687","*Cashton Light & Water Plant","Wisconsin..","877"
"688","*Cass County Electric Cooperative, Inc","North Dakota","591"
"689","*Cassville Electric Light & Water Department","Wisconsin","877"
"690","*Castile Municipal Electric Light System","New York","550"
"691","•Catawissa Municipal Light Plant","Pennsylvania","697"
"692","•Cavalier Light and Power Plant","North Dakota","589"
"693","*Cave in Rock Municipal Light Plant","Illinois","146"
"694","•Cawker City Electric & Water Department","Kansas","247"
"695","•Cayuga Municipal","North Dakota","589"
"696","Cazenovia Electric Company, The","New York","527"
"697","•Cedarburg Light & Water Commission","Wisconsin","877"
"698","*Cedar Falls, City of","Iowa","209"
"699","•Cedar- Knox County Rural Public Power District..","Nebraska","469"
"700","Cedar Point Light and Water Company","Illinois","130"
"701","Cedar Point Utilities Company","Ohio","595"
"702","Cedar Valley Roller Mill Light & Power","Nebraska","464"
"703","•Celeryville Mutual Light & Power Company","Ohio","628"
"705","Village of.","Ohio.","613"
"706","•Centerton Mutual Light and Power Company","Ohio","628"
"708","Plant","Indiana","173"
"709","•Central Alabama Electric Cooperative","Alabama","12"
"710","Central Arizona Light and Power Company","Arizona","17"
"711","•Central City Light Department","Nebraska","469"
"712","Central Electric & Telephone Co","Minnesota","369"
"713","","North Carolina","561"
"715","","South Dakota","722"
"716","•Central Electric Company","Idaho","126"
"717","•Central Electric Cooperative, Inc","Oregon","665"
"718","•Central Electric Cooperative, Inc","Pennsylvania","703"
"720","tion—","Iowa","228"
"721","•Central Electric Power Association","Mississippi","414"
"722","•Central Florida Electric Cooperative, Inc","__ Florida.","96"
"724","tion, The","Georgia","114"
"725","Central Hudson Gas & Electric Corporation","New York","527"
"726","•Centralia Hydro-Electric Plant","Washington...","834"
"727","•Centralia Municipal Light System","Kansas","247"
"728","•Centralia Water and Light Department","Missouri","434"
"729","Central Illinois Electric and Gas Co","Illinois","130"
"730","Central Illinois Light Company","Illinois","130"
"731","Central Illinois Public Service Company","Illinois","131"
"732","Central Illinois Telephone Company","Illinois","133"
"733","Central Indiana Power Company","Indiana","159"
"734","Central Iowa Power Co","Iowa","193"
"735","Central Kansas Power Company, The","Kansas","237"
"736","Central Light & Power Company","North Dakota","585"
"737","Central Maine Power Company","Maine","299"
"738","Central Massachusetts Electric Company","Massachusetts","323"
"739","Central Mendocino County Power Company","California","39"
"741","Redwood County","Minnesota","400"
"742","•Central Missouri Electric Cooperative, Inc","Missouri","444"
"744","District, The","Nebraska","470"
"745","Central New York Power Corporation","New York.","528"
"746","Central Ohio Light & Power Company","Ohio","595"
"747","Central Plant Company","Michigan","353"
"748","Central Power and Light Company","Texas","756"
"749","Central Power Company","Nebraska","459"
"750","•Central Rural Electric Cooperative —","— Oklahoma","651"
"755","Inc., The","Pennsylvania ","703"
"756","Central States Electric Company","Iowa ","193"
"757","","Nebraska ","459"
"758","Central States Power & Light Corporation","Iowa ","194"
"759","","Kentucky ","269"
"760","","Minnesota ","369"
"763","*Central Valley Electric Cooperative, Inc","New Mexico ","523"
"764","Central Vermont Public Service Corporation","New Hampshire ","501"
"765","","New York ","530"
"766","","Vermont ","802"
"767","'Central Virginia Electric Cooperative","Virginia ","822"
"768","*Centreville Electric Plant","Maryland ","315"
"769","*Centreville Light & Water Plant","Mississippi ","408"
"770","*Ceresco Municipal Light & Power Plant","Nebraska ","469"
"771","*CeyIon, Village of","Minnesota ","383"
"772","*Challis Municipal Power Plant, Village of","Idaho ","124"
"773","*Chalmers, Town of","Indiana ","173"
"775","the Borough of","Pennsylvania ","698"
"776","Champion Paper & Fibre Company, The","Ohio ","609"
"777","*Chanute, City of","Kansas ","247"
"778","*Chapman Municipal Light Department","Kansas ","247"
"779","Chapman Power and Light Company","Texas ","770"
"780","*Chappell, City of","Nebraska ","470"
"781","*Charlevoix Municipal Utilities","Michigan ","356"
"782","*Chaska, City of","Minnesota ","383"
"783","*Chattanooga, Electric Power Board of","Georgia ","107"
"784","","Tennessee ","740"
"785","*Chelsea Electric and Water Department","Michigan ","356"
"786","*Chelsea Municipal Plant","Oklahoma ","641"
"787","*Cheney Light Department","Washington ","834"
"788","*Cherokee County Electric Cooperative Association.",". Texas ","780"
"790","tion","Alabama","12"
"791","*Cherokee County Rural Electric Cooperative","Iowa ","228"
"792","*Cherokee Light & Water, City of","Oklahoma ","642"
"794","tion _""","Michigan ","364"
"795","Cherry River Boom & Lumber Co","West Virginia ","852"
"796","*Cherryville Light Department","North Carolina ","570"
"797","Chesapeake Light and Water Company","West Virginia ","846"
"798","Chester County Light and Power Company","Pennsylvania ","669"
"799","*Chester Municipal Light Department","Massachusetts ","337"
"801","County, The","Maryland ","309"
"802","*Chester, Village of","Nebraska ","470"
"803","*Chetopa, The City of","Kansas ","248"
"804","*Chewelah, City of","Washington ","834"
"805","Cheyenne Light, Fuel and Power Company","Wyoming ","895"
"806","Chicago District Electric Generating Corporation..",". Indiana ","159"
"807","•""Chicago, The Sanitary District of","Illinois ","146"
"808","*Chicopee Electric Light Department","Massachusetts ","337"
"809","*Chillicothe Municipal Utilities","Missouri ","434"
"810","•""Chimney Rock Public Power District","Nebraska ","471"
"811","*Chippewa Valley Electric Cooperative","Wisconsin ","889"
"812","*Choctawhatchee Cooperative, Inc","Florida","96"
"813","*Choptank Cooperative, Inc","Maryland ","317"
"814","*Chugwater, Town of","Wyoming ","900"
"815","*Churchville Electric Department, Village of","New York ","550"
"816","*Cimarron, City of","Kansas ","248"
"817","""Cimarron Electric Cooperative","Oklahoma ","651"
"818","Cimarron Utilities Company","Oklahoma ","634"
"819","Cincinnati Gas & Electric Company, The","Ohio ","596"
"823","Cinclare Central Factory","Louisiana ","288"
"824","""Circle Light & Power Plant","Montana ","453"
"825","Cities Power Co., The","Kansas ","237"
"826","Citizens Electric Company","Arkansas","28"
"827","Citizens Electric Company of Lewisburg, Pa","Pennsylvania","669"
"828","Citizens Electric Company of Missouri","Missouri ","420"
"829","Citizens Heat, Light and Power Company","Indiana","159"
"830","Citizens Light & Power Company","Arkansas","28"
"831","Citizens Utilities Company","Arizona","17"
"832","","Idaho","119"
"833","","Vermont","802"
"834","","Washington","826"
"835","City Electric Company, The","North Dakota","585"
"836","City Light & Traction Co","Missouri ","421"
"837","City Light Company","Montana","449"
"838","•Claiborne Electric Cooperative, Inc","Louisiana","294"
"839","Clallam Bay Light & Power","Washington","826"
"840","•Claremore Light and Water Department","Oklahoma","642"
"841","Clarion River Power Company, The","Pennsylvania","669"
"842","Clark, Charles B","Maine","300"
"843","•Clark Electric Cooperative","Wisconsin","890"
"845","ration","Indiana","184"
"847","ration","Alabama","12"
"848","•Clark Rural Electric Cooperative Corporation","Kentucky","279"
"849","Clark Sawmill, W. T","Oregon","661"
"850","*Clarksdale Water and Light Department","Mississippi","409"
"851","*Clarkson, Village of","Nebraska","470"
"852","•Clarksville Consolidated Water & Light District.",".Arkansas","32"
"853","*Clarksville Department of Electricity","Tennessee","740"
"854","•Clarksville Light and Power","Missouri","434"
"855","•Claverack Electric Cooperative, Inc","Pennsylvania","703"
"856","*Clay Center Municipal Light & Water Plant","Kansas","248"
"857","•Clay County Electric Cooperative Corporation","Arkansas","35"
"858","•Clay Electric Cooperative Association, Inc","Florida","96"
"859","•Clayton Municipal Electric System","New Mexico","523"
"860","*Clayton Municipal Light & Power Plant","Delaware","80"
"861","•Clayton Municipal Lighting Company","Indiana","173"
"862","•Clayton, Town of.","North Carolina","571"
"863","•Clay-Union Electric Corporation","South Dakota","732"
"864","Clearfield Bituminous Coal Corporation","Pennsylvania","694"
"865","Clearwater Manufacturing Company","South Carolina","713"
"866","•Clearwater Valley Light & Power Association, Inc_","_ Idaho","126"
"868","sion of Light & Power, City of","Ohio","613"
"869","Cleveland Electric Illuminating Company, The","Ohio","596"
"870","•Cleveland Electric System","Tennessee","741"
"871","Cleveland Light and Power Company","Ohio","597"
"872","Cleveland Mill & Power Co","North Carolina","568"
"873","Cliffside Mills","North Carolina","568"
"874","Cliffs Power & Light Company, The","Michigan","344"
"875","Clifton Manufacturing Company","South Carolina","713"
"876","Clinton Cotton Mills","South Carolina","714"
"877","•Clinton County Electric Cooperative, Inc","Illinois","153"
"878","Clinton Electric Light & Power Company, The","Connecticut","71"
"879","Clinton Light & Ice Company, Inc","Arkansas","28"
"880","•Clinton Light and Water Plant","Michigan . ","356"
"881","•Clinton Light and Water Plant","South Carolina ","715"
"882","•Clinton Power Commission","Tennessee ","741"
"883","•Clintonville Water and Electric Plant","Wisconsin ","877"
"884","•Cloverland Electric Cooperative","Michigan ","364"
"885","•Clyde Municipal Light Plant","Ohio ","613"
"886","•CoWioma Electric Power Association","Mississippi ","414"
"887","•Coastal Electric Cooperative, Inc","South Carolina ","719"
"888","Coastal Public Service Company","Georgia","100"
"889","822184 — 42 2","","2"
"893","Coast Counties Gas and Electric Company","California","39"
"894","*Coast Electric Power Association","Mississippi","414"
"895","""Coatesville, Municipal Light Department, City of.",". Indiana","173"
"896","*Coats, City of","Kansas","248"
"898","tion","Georgia","114"
"899","Cochranton Borough Electric Service Co","Pennsylvania","670"
"900","*Cody Electric Department","Nebraska","471"
"901","""Cody Municipal Light Plant","Wyoming","900"
"903","ciation, Inc., The","Kansas","265"
"904","*Coffeyville Municipal Water & Light Department.","Kansas","248"
"905","*Coggon Municipal Light Plant","Iowa","209"
"906","*Colby Electric Light & Water Plant","Wisconsin","877"
"907","*Colby Water and Light Plant","Kansas","248"
"908","*Coldwater, Board of Public Works of the City of.","Michigan","356"
"909","*Coleman, City of","Texas","773"
"910","""Coleman County Electric Cooperative, Inc","Texas","780"
"911","Coleman Garage","South Dakota","727"
"912","Coleman Pound Light & Power Company","Wisconsin","858"
"913","""Coles-Moultrie Electric Cooperative","Illinois","153"
"914","""•College Park Electric Department","Georgia","107"
"915","Collins Company, The","Connecticut","76"
"916","""Collins Municipal Light & Power Plant","Mississippi","409"
"917","""Collinsville Water and Light Department","Oklahoma","642"
"918","Colorado Central Power Company","Colorado","58"
"919","Colorado Fuel and Iron Corporation, The","Colorado","64"
"920","","Wyoming","899"
"921","Colorado Portland Cement Co","Colorado","64"
"923","of","Colorado","64"
"924","Colorado Utilities Corporation","Colorado","58"
"925","""Colquitt County Rural Electric Company, The...","Georgia","114"
