"","name_text6","state_text6","last_digit_text6"
"2820","*Medina Electric Cooperative, Inc","Texas ","785"
"2821","*Medora Township Light Plant","North Dakota ","590"
"2822","Medusa Portland Cement Company-.","Illinois ","143"
"2823","","Ohio ","610"
"2824","","Wisconsin ","873"
"2825","•Meeker Cooperative Light and Power Association. M","Minnesota ","402"
"2826","*Meeker, Town of","Colorado ","68"
"2827","Melrose Farmers Public Service Company","Minnesota ","372"
"2828","Melrose Power Company","New Mexico ","521"
"2829","•Melrose Water, Light, Power & Bldg. Commission. M","Minnesota ","391"
"2830","*Melville Municipal Electric Department","Louisiana ","292"
"2831","Memphis Generating Company","Tennessee ","738"
"2832","•Memphis Light, Gas & Water Division","Tennessee ","745"
"2833","•Memphis Municipal Light & Water Plants","Missouri ","439"
"2834","*Menard Electric Cooperative","Illinois ","155"
"2835","*Menasha Electric and Water Utilities","Wisconsin ","882"
"2836","*Mendenhall, Town of","Mississippi ","410"
"2837","*Mendon Board of Public Affairs","Ohio ","619"
"2838","Mendota Electric Company","Minnesota ","372"
"2839","*Menlo Electric Light and Transmission System __ K","Kansas ","256"
"2841","Company","Michigan ","351"
"2842","","Wisconsin ","862"
"2843","*Mcnominee Indian Mills","Wisconsin ","882"
"2844","*Merced Irrigation District","California ","53"
"2846","pany","Pennsylvania ","676"
"2847","Merchants Power A Light Company","Wisconsin ","863"
"2848","Meriden Electric Light & Power Co","New Hampshire ","503"
"2849","*Meriwether Lewis Electric Cooperative","Tennessee ","751"
"2850","Merrill and Ring Lumber Company","Washington ","883"
"2852","Village of","Wisconsin ","882"
"2853","* Merrimac Light Department","Massachusetts ","339"
"2854","*Mesa-Utilities Dept., City of","Arizona ","22"
"2855","Metaline Falls Light & Water Co","Washington ","827"
"2856","•Metropolis Water and Light Department","Illinois ","149"
"2858","sion","Massachusetts ","339"
"2859","Metropolitan Edison Company","Pennsylvania ","676"
"2861","fornia, The","California ","53"
"2863","Corporation","Indiana ","187"
"2864","•Miami-Department of Public Utilities, City of","Oklahoma ","646"
"2865","Miami Light & Power Co","Missouri ","425"
"2866","Miami Power Corporation","Indiana ","163"
"2867","","Kentucky ","274"
"2868","•Miamisburg, City of.","Ohio ","619"
"2872","Michigan Alkali Company","Michigan ","354"
"2873","Michigan Gas and Electric Company","Michigan ","351"
"2874","Michigan Limestone & Chemical Company","Michigan ","354"
"2875","Michigan Northern Power Company","Michigan ","351"
"2876","Michigan Public Service Company","Michigan ","351"
"2877","•Middleborough Gas and Electric Department","Massachusetts ","339"
"2879","tion","Georgia ","116"
"2880","Middlesex County Electric Company","Massachusetts ","327"
"2882","tion, The","Tennessee ","751"
"2883","*Middleton Electric Light Department","Massachusetts ","340"
"2884","*Middletown Borough Light Plant","Pennsylvania ","700"
"2885","•Middletown Electric Light Plant","Indiana ","178"
"2886","*M iddletown Light and Water Department","Delaware ","80"
"2887","Midland Light and Power -..","South Dakota ","724"
"2888","Midland Public Service Company","Wisconsin ","863"
"2889","*Midwest Electric Cooperative, Inc","Texas ","785"
"2890","*Midwest Electric, Inc","Ohio ","630"
"2891","•Mid-Yellowstone Electric Cooperative, Inc","Montana ","454"
"2892","*Mifflinburg, Borough of","Pennsylvania ","700"
"2893","*Milan, Electricity Department, City of","Tennessee ","745"
"2894","•Milan Electric Light Plant","Ohio ","619"
"2895","•Milan Municipal Light Plant","Missouri ","439"
"2896","Milburn By-Products Coal Company","West Virginia ","854"
"2897","•Milford, City of","Delaware ","81"
"2898","Milford Electric Light and Power Company","Massachusetts ","327"
"2899","*Milford Municipal Light Plant","Iowa ","218"
"2900","*Milford, Village of","Nebraska ","482"
"2901","Mill City Light and Water Co","Oregon ","657"
"2903","Association","Minnesota ","402"
"2904","Miller, Mrs. L. G","Wisconsin ","874"
"2905","•Miller Municipal Light & Power Plant --.","South Dakota ","730"
"2906","Miller Mill Co., Inc., T. R","Alabama ","6"
"2907","* M ill town Borough Electric Department","New Jersey ","516"
"2908","Millville Electric Light Company","New Jersey ","511"
"2909","Millville Manuafcturing Co","New Jersey. ","515"
"2910","•Milo, Town of","Iowa ","218"
"2911","*Milton Municipal Electric Utility","Oregon ","664"
"2912","•Milton, Town of.","Washington ","836"
"2914","ment of Public Works","Wisconsin ","882"
"2915","•Minden Light & Water Department","Louisiana ","292"
"2916","•Minden Light Department","Nebraska ","482"
"2917","•Mindenmines Municipal Light System","Missouri ","439"
"2918","•Mineral County Power System","Nevada ","498"
"2919","•Minerva Board of Public Affairs","Ohio ","619"
"2920","Mineville Light, Heat & Power Co","New York ","535"
"2921","•Minidoka, yillage of","Idaho ","125"
"2922","•Minidoka North Side Power Company","Idaho ","127"
"2923","•Minier Light & Power Department ..","Illinois ","149"
"2924","•Minneapolis, City of","Kansas ","256"
"2925","Minneapolis General Electric Company, The","Minnesota ","372"
"2926","Minnesota & Ontario Paper Co","Minnesota ","379"
"2927","Minnesota Power & Light Company","Minnesota ","372"
"2928","Minnesota Utilities Company","Minnesota ","373"
"2930","Association","Minnesota ","402"
"2931","•Minnesota Valley Electric Cooperative, The","Minnesota ","402"
"2932","•Minster Light Plant...","Ohio ","619"
"2933","•Mishawaka City Water and Electric Plant","Indiana ","179"
"2934","•Mississippi County Electric Cooperative, Inc","Arkansas ","35"
"2935","Mississippi Power & Light Company","Mississippi ","406"
"2936","Mississippi Power Company","Mississippi ","405"
"2940","Mississippi River Power Company","Illinois ","132"
"2941","","Iowa ","202"
"2942","","Missouri ","425"
"2943","*Miss. State College Power Plant","Mississippi ","411"
"2944","Mississippi Valley Public Service Company","Minnesota ","374"
"2945","","Wisconsin ","863"
"2946","*Missoula Electric Cooperative, Inc","Montana ","454"
"2947","Missouri Edison Company","Missouri ","425"
"2948","Missouri Electric Power Company","Missouri ","425"
"2949","Missouri Gas & Electric Service Company","Missouri ","426"
"2950","Missouri General Utilities Company","Missouri ","426"
"2951","Missouri Power & Light Company","Missouri ","427"
"2952","Missouri Public Service Corporation","Missouri ","427"
"2953","*Missouri Rural Electric Cooperative Association..",". Missouri ","445"
"2954","Missouri Service Company","Iowa ","202"
"2955","","Missouri ","428"
"2956","Missouri Southern Public Service Company","Missouri ","428"
"2957","Missouri Utilities Company","Missouri ","428"
"2959","tion","Georgia ","116"
"2960","*Mitchell Electric Department","Nebraska ","482"
"2961","*M. J. M. Electric Cooperative, Inc","Illinois ","155"
"2962","*Modaway- Worth Electric Cooperative, Inc","Missouri ","445"
"2963","Modern Electric Water Co","Washington ","827"
"2964","*Modesto Irrigation District","California ","53"
"2965","*Mohawk Municipal Commission","New York ","554"
"2966","Moline-Rock Island Manufacturing Company","Illinois ","138"
"2967","","Iowa ","202"
"2968","Molson Light Company","Washington ","827"
"2969","Monarch Cement Company, The","Kansas ","244"
"2970","Monarch Mills","South Carolina ","714"
"2971","*Monett, City of","Missouri ","439"
"2972","*Monona County Rural Electric Cooperative","Iowa ","231"
"2973","Monongahela Light and Power Company","Pennsylvania ","677"
"2974","Monongahela West Penn Public Service Company.","West Virginia ","847"
"2975","*Monroe City Light and Power Department","Missouri ","439"
"2976","*Monroe, City of","Louisiana ","292"
"2977","*Monroe, City of","North Carolina ","576"
"2978","Monroe Coal Mining Company","Pennsylvania ","696"
"2979","*Monroe County Electric Cooperative, Inc","Illinois ","155"
"2980","*Monroe County Electric Power Association","Mississippi ","415"
"2981","*Monroe Light Department, Town of","Indiana ","179"
"2982","Monroe Power & Light Company","Ohio ","602"
"2983","*Monroe Power and Light Department","Utah ","796"
"2984","*Monroeville, Village of","Ohio ","619"
"2985","*Monroe Water & Light Commission","Georgia ","111"
"2986","Monson Light & Power Co","Maine ","303"
"2987","* Mont Alto, Borough of","Pennsylvania ","700"
"2988","Montana-Dakota Utilities Co","Montana ","450"
"2989","","North Dakota. ","587"
"2990","","South Dakota ","724"
"2991","Montana Light & Power Company, The","Montana ","450"
"2992","Montana Power Company, The","Idaho ","121"
"2993","","Montana ","451"
"2994","Montaup Electric Company","Massachusetts ","328"
"2995","Monterey Utilities Corporation","Virginia ","814"
"2996","*Montezuma, City of","Kansas ","257"
"2997","*Montezuma Municipal Utilities","Indiana ","179"
"2998","Montgomery Company, The","Connecticut ","76"
"2999","Montgomery Light & Power Co","Indiana ","163"
"3000","*Monticello, City of","Georgia ","111"
"3001","Monticello Electric Co","Maine ","303"
"3002","*MonticelIo Electric Department","Wisconsin ","883"
"3003","*MonticeUo, Town of","Utah ","796"
"3004","*Montpelier Light and Water Plant.","Ohio ","619"
"3005","*Montreat Electric Light Plant","North Carolina ","576"
"3009","Monument Mills","Massachusetts ","335"
"3010","*Moon Lake Electric Association, Inc .-","Utah ","799"
"3011","Mooreroft Light & Power","Wyoming ","896"
"3012","Moore Corporation, Walton N","California ","40"
"3013","*Moorefield, Village of","Nebraska ","482"
"3014","* Moore Haven Light & Water Department","Florida ","93"
"3015","*Mooreland City Light Department","Oklahoma ","646"
"3016","Mooresville Public Service Co","Indiana ","164"
"3017","*Moorhcad Water and Light Department","Minnesota ","391"
"3019","lage of","Minnesota ","391"
"3020","•Mora Light and Power Plant","Minnesota ","391"
"3021","*Moran Municipal Light Plant","Kansas ","257"
"3022","Mora Public Service Company","New Mexico ","521"
"3023","Moreau Manufacturing Corporation","New York ","548"
"3024","Morenci Water & Electric Company, The","Arizona ","19"
"3025","*Morgan City Corporation","Utah ","796"
"3027","and Power Plant","Louisiana ","292"
"3028","•Morgan County Rural Electric Assn","Colorado ","70"
"3030","Corporation","Indiana ","187"
"3031","Morgan, Guy R","Missouri ","429"
"3032","*Morganton Electric Department","North Carolina ","576"
"3033","*Morrill Municipal Electric Department","Nebraska ","482"
"3034","*Morrill Municipal Light System","Kansas ","257"
"3035","*Morristown Water & Electric Light Plant","Tennessee ","745"
"3036","*Morrisville, Village of","Vermont ","809"
"3037","*Morrow Rural Electric Cooperative, Inc","Ohio ","630"
"3038","Morton Power and Light","Texas ","762"
"3039","Mosinee Paper Mills Co","Wisconsin ","874"
"3040","*Moultrie Light & Power Department","Georgia ","111"
"3041","•Moundridge Water & Light Dept., City of","Kansas ","257"
"3042","*Mouutain Empire Electric Cooperative, Inc","California ","56"
"3044","Commission","Minnesota ","391"
"3045","•Mountain Lake Municipal Plant","Minnesota ","391"
"3046","Mountain States Power Company","Idaho ","121"
"3047","","Montana ","452"
"3048","","Oregon , ","657"
"3049","","South Dakota ","724"
"3050","","Washington ","827"
"3051","","Wyoming ","897"
"3052","Mountain Utilities Corporation, The","Colorado ","60"
"3054","The","Illinois ","139"
"3055","•Mount Cory Board of Public Affairs","Ohio ","620"
"3056","•Mount Dora, Town of","Florida ","94"
"3057","•Mount Hope Electric Dept","Kansas ","257"
"3058","Mount Hope Finishing Co","Massachusetts ","335"
"3059","•Mount Horeb Electric Utility","Wisconsin ","883"
"3060","•Mount Olive Municipal Light Plant","Illinois ","149"
"3061","•Mount Pleasant Electric Light and Water Works_","Iowa ","218"
"3062","•Mount Pleasant Electric Light Department","Utah ","796"
"3063","•Mount Pleasant Power System","Tennessee ","746"
"3064","•Mount Vernon Municipal Light Plant","Missouri ","439"
"3065","Mount Vernon-Woodberry Mills, Inc","Alabama","6"
"3066","Mowersville Light Co","Pennsylvania ","677"
"3067","•Mulberry Water & Light System","Kansas ","257"
"3068","•Mullen, Village of","Nebraska ","483"
"3069","Mullin Power & Light Service","Texas ","762"
"3070","•Mulvane, City of","Kansas ","257"
"3071","•Murfreesboro Electric Department","Tennessee ","746"
"3072","•Murphy Electric Department","North Carolina ","576"
"3073","•Murray Power Plant Department","Utah ","796"
"3074","Murray Water & Electric Light Utilities","Idaho ","121"
"3078","*Muscatine Municipal Electric Plant","Iowa ","218"
"3079","*Muscle Shoals, Town of","Alabama ","10"
"3080","*Muscoda Light & Power Plant","Wisconsin ","883"
"3081","*Muscotah Municipal Electric Department","Kansas ","258"
"3083","erative, Inc","Ohio ","630"
"3084","Mustang Island Industries, Inc","Texas ","770"
"3085","Mutual Light Company","Virginia ","814"
"3086","*Mutual Power and Light Association of Tanner..","Washington ","840"
"3087","Mutual Public Service Co. of N. H","New Hampshire ","504"
"3088","*Myrtle Creek, Town of...","Oregon ","665"
"3089","Mystic Power Company, The","Connecticut ","75"
"3091","Nantahala Power and Light Company","North Carolina ","664"
"3092","Nantucket Gas & Electric Company","Massachusetts ","328"
"3093","*Naperville Electric Light Department","Illinois ","150"
"3094","*Napoleon Water Works and Electric Light Plant.","Ohio ","620"
"3095","*Nappanee Utilities Co","Indiana ","179"
"3096","Narragansett Electric Company, The","Rhode Island ","706"
"3097","*Nashville, Electric Power Board of the City of..","Tennessee ","746"
"3099","Commission","Minnesota ","391"
"3100","Nassau & Suffolk Lighting Company","New York ","535"
"3101","*Natchez Trace Electric Power Association","Mississippi ","415"
"3102","*Natchitoches, City of","Louisiana ","292"
"3103","National Gypsum Company","Kansas ","244"
"3104","'National Park Service","Wyoming ","902"
"3105","Natrona Light & Power Company","Pennsylvania ","677"
"3106","Nauvoo Electric Light & Power Company","Illinois ","139"
"3107","*Navarro County Electric Cooperative, Inc","Texas ","785"
"3108","Nazareth Cement Company","Pennsylvania ","696"
"3109","Nebraska Light and Power Company","Nebraska ","461"
"3110","Nebraska Cement Company","Nebraska ","464"
"3111","Nebraska Hydro Electric Power Co","Nebraska ","461"
"3112","Nebraska Power Company","Iowa ","202"
"3113","","Nebraska. ","462"
"3114","'Nebraska Public Power System","Nebraska ","483"
"3115","Nebraska Public Service Company..","Nebraska ","462"
"3116","Nebraska Utilities","Nebraska ","462"
"3117","*Negaunee, City of","Michigan ","360"
"3118","*Nehalem Valley Cooperative Electric Assn","Oregon ","666"
"3119","Neihart Water and Light Company","Montana ","452"
"3120","Neils Lumber Company, J","Montana ","463"
"3121","","Washington ","833"
"3122","Nekoosa-Edwards Light & Power Company","Wisconsin ","863"
"3123","Nekoosa-Edwards Paper Co","Wisconsin ","874"
"3125","N. O","Illinois ","143"
"3126","*Nelson Municipal Light & Water System","Nebraska ","483"
"3127","Nelson, Roy S","Minnesota ","379"
"3128","*Nelsonville Light Plant..","Ohio ","620"
"3130","tion, Inc., The","Kansas ","266"
"3131","*Neodesha, City of","Kansas ","258"
"3132","*Neola Light & Water System","Iowa ","218"
"3133","*Nephi City Corporation","Utah ","797"
"3134","Neshonoc Light & Power Company","Wisconsin ","863"
"3135","*Netawaka Electric Light System","Kansas ","258"
"3136","Nevada-California Electric Corporation, The","Arizona ","19"
"3137","","California ","40"
"3138","","Nevada ","496"
"3139","Nevada Consolidated Copper Corporation","Nevada ","497"
"3140","*New Albany Electric Plant","Mississippi ","411"
"3143","*Newark, Council of","Delaware ","81"
"3144","*Newark Municipal Electric Light Plant","Ohio ","620"
"3145","New Bedford Gas and Edison Light Company","Massachusetts ","328"
"3146","*Newbern Light Plant","Tennessee ","746"
"3147","*New Bern Municipal Electric Plant","North Carolina ","577"
"3148","*Newberry, Board of Public Works, City of","Florida ","94"
"3149","*Newberry Commissioners of Public Works","South Carolina ","717"
"3150","*Newberry Electric Cooperative, Inc","South Carolina ","719"
"3151","*Newberry Water and Light Board","Michigan ","361"
"3152","*New Bremen Light and Water Plant","Ohio ","620"
"3153","*New Carlisle, Town of","Indiana ","179"
"3155","sioners","Delaware","81"
"3156","Newcastle Coal Company","Alabama ","6"
"3157","New Castle Electric Street Railway Company","Pennsylvania ","696"
"3158","*New Concord Board of Public Affairs","Ohio ","620"
"3160","of","North Dakota ","590"
"3161","New England Power Company","Massachusetts ","328"
"3162","","Vermont ","804"
"3163","New Era Construction Co","North Dakota ","589"
"3164","*Newfolden, Village of","Minnesota ","392"
"3165","*New Glarus Light and Water Works","Wisconsin ","883"
"3166","*New Hampshire Electric Cooperative, Inc","New Hampshire ","507"
"3167","New Hampshire Gas and Electric Company","New Hampshire ","504"
"3168","*New Hampton Light Plant and Water Works","Iowa ","218"
"3169","*New Hampton Village Fire Precinct, Inc","New Hampshire ","507"
"3170","*New Harmony Electric Light Co","Indiana ","179"
"3171","*New Holstein Public Utility Commission","Wisconsin ","883"
"3172","*New Ipswich Electric Light Department","New Hampshire ","507"
"3173","New Jersey Power & Light Company","New Jersey ","511"
"3174","New Jersey Zinc Company, The","New Jersey ","515"
"3175","New Jersey Zinc Company (of Pa.), The","Pennsylvania ","696"
"3176","*Newkirk Power and Light Department","Oklahoma ","646"
"3177","*New Knoxville Board of Trustees of Public Affairs","s. Ohio ","620"
"3178","New Light & Power Co","Colorado ","60"
"3179","*New Lisbon Electric Light and Water Plant","Wisconsin ","883"
"3180","*New London Electric Utility","Wisconsin ","883"
"3181","*New London Municipal Light and Power Co","Iowa ","219"
"3182","New London Power Company, The","Ohio ","602"
"3183","*New-Mac Electric Cooperative, Inc","Missouri ","445"
"3184","New Msidisnn Lighting Company, The","Ohio ","602"
"3185","*New Madrid Light and Power Department","Missouri ","440"
"3186","*New Martinsville Municipal Utilities","West Virginia ","856"
"3187","New Matamoras Electric Company, The","Ohio ","602"
"3188","New Mexico Electric Service Company","New Mexico ","521"
"3189","New Mexico Power Company","New Mexico ","521"
"3190","New Mexico Public Service Company","New Mexico ","521"
"3191","*Newran Water & Light Commission","Georgia ","111"
"3192","New Orleans Public Service, Inc","Louisiana ","287"
"3193","Newport Electric Corporation (R. I.)","Rhode Island ","706"
"3194","*Newport Electric System","Tennessee ","746"
"3195","Newport Industries, Inc","Florida ","90"
"3196","*New Prague, City of","Minnesota ","392"
"3197","*New Richmond Electric Utility","Wisconsin ","884"
"3198","New River & Pocahontas Consolidated Coal Co","West Virginia ","854"
"3199","*New River Light & Power Company","North Carolina ","577"
"3200","*New Roads Light and Water Plant","Louisiana ","292"
"3201","*New Ross Electric Service Department","Indiana ","180"
"3202","*New Smyrna Beach, City of","Florida ","94"
"3203","*Newton, City of","Illinois ","150"
"3205","poration","Indiana... ","187"
"3206","*Newton, Town of","North Carolina ","577"
"3207","*New Ulm Public Utilities Commission, City of..",". Minnesota ","392"
"3208","*New Wilmington Light Plant","Pennsylvania ","700"
"3209","New York Air Brake Company, The.","New York ","548"
"3214","Company","New York ","536"
"3215","New York Power and Light Corporation","New York ","535"
"3217","Division of Canals","New York ","554"
"3218","New York State Electric & Gas Corporation","New York ","537"
"3219","Niagara Falls Power Company, The","New York ","539"
"3220","Niagara, Lpckport and Ontario Power Company __","New York ","539"
"3221","*Nicholasville Light and Power Plant","Kentucky ","278"
"3222","Nicolet Paper Corporation","Wisconsin ","874"
"3223","*Nielsville Power and Light Department","Minnesota ","392"
"3224","*Niles Board of Public Works","Michigan. ","361"
"3225","*Niles Municipal Water and Light Department","Ohio ","620"
"3226","*Ninety Six Commissioners of Public Works","South Carolina ","717"
"3228","tion, Inc., The","Kansas ","267"
"3229","*Nishanabotna Valley Rural Electric Cooperative. .",". Iowa ","231"
"3231","poration","Indiana ","187"
"3232","*Nobles Cooperative Electric","Minnesota ","402"
"3233","*Nodak Rural Electric Cooperative, Inc","North Dakota ","591"
"3234","*Nolin Rural Electric Cooperative Corporation","Kentucky ","280"
"3235","*Norcross, City of","Georgia ","111"
"3236","Norfolk Cereal & Flour Mills Co","Nebraska ","464"
"3237","*Norris Electric Cooperative","Illinois ","155"
"3238","*Norris Rural Public Power District","Nebraska ","483"
"3239","*North Alabama Electric Cooperative","Alabama","13"
"3240","North Albany Light & Power Co","Wyoming ","897"
"3241","North American Cement Corporation","Maryland ","315"
"3242","","New York ","548"
"3243","Northampton Electric Lighting Company","Massachusetts ","329"
"3244","*North Arkansas Electric Cooperative, Inc","Arkansas ","35"
"3245","*North Attleboro Electric Department","Massachusetts ","340"
"3246","*North-Central Electric Cooperative, Inc","Ohio ","630"
"3248","operative Association, Inc., The","Kansas ","267"
"3249","North Counties Hydro-Electric Company","Illinois ","139"
"3250","*Northeast Louisiana Power Cooperative, Inc","Louisiana ","294"
"3251","*North East Mississippi Electric Power Association","n. Mississippi ","415"
"3253","trict","Nebraska ","483"
"3254","*Northeast Oklahoma Electric Cooperative, Inc —","Oklahoma ","652"
"3255","Northern Arizona Utilities Corporation","Arizona ","19"
"3256","Northern Berkshire Gas Company","Massachusetts ","329"
"3257","""•Northern Electric Cooperative Association","Minnesota.","402"
"3259","Association, Inc","Idaho ","127"
"3260","Northern Indiana Power Company","Illinois ","139"
"3261","","Indiana ","164"
"3262","Northern Indiana Public Service Company","Indiana ","165"
"3263","Northern Kansas Power Co., The","Kansas ","242"
"3264","Northern Light & Power Co","California ","41"
"3265","*Northern Neck Electric Cooperative","Virginia ","823"
"3267","Northern Pennsylvania Power Company","New York ","541"
"3268","","Pennsylvania ","678"
"3269","*Northern Piedmont Electric Cooperative, The","Virginia ","823"
"3270","Northern Power Company","Wisconsin ","864"
"3271","Northern States Power Company (Minnesota)","Minnesota ","374"
"3272","","North Dakota ","587"
"3273","","South Dakota ","724"
"3274","Northern States Power Company (N. J.)","Iowa ","202"
"3275","Northern States Power Company (Wisconsin)","Minnesota ","376"
"3276","","Wisconsin ","864"
"3277","Northern Virginia Power Company","Virginia ","814"
"3278","Northern Wisconsin Power Company","Wisconsin ","864"
"3282","*Northfield Electric Light Department","Vermont","809"
"3283","*Northfork Electric Cooperative, Inc","Oklahoma","652"
"3284","•North Georgia Electric Membership Corporation.","Georgia","116"
"3285","*North Heyburn Electric Company","Idaho","127"
"3286","*North Little Rock Electric Department","Arkansas","33"
"3287","North Logan Telephone & Electric Light Co","Utah","790"
"3288","* North Platte Municipal Light & Power","Nebraska","482"
"3289","Northport Power & Light Co","Washington","827"
"3290","*North Saint Paul Public Utilities Commission","Minnesota","392"
"3291","Northwest Carolina Utilities Incorporated","North Carolina","565"
"3292","Northwestern Electric Company","Oregon","658"
"3293","","Washington","827"
"3294","*Northwestern Electric Cooperative, Inc","Ohio","630"
"3295","Northwestern Illinois Utilities","Illinois","139"
"3296","","Iowa","203"
"3297","Northwestern Improvement Co","Washington","833"
"3298","Northwestern Light and Power Company","Iowa","203"
"3300","Pennsylvania","Pennsylvania","696"
"3301","Northwestern Public Service Company","Nebraska","462"
"3302","","South Dakota","725"
"3304","ciation, Inc","Pennsylvania","703"
"3305","Northwestern Wisconsin Electric Company","Wisconsin","865"
"3306","*Northwest Missouri Electric Cooperative","Missouri","446"
"3307","*North wood Municipal Light & Power Plant","North Dakota","590"
"3308","*Norton, City of","Kansas","258"
"3309","*Norton-Decatur Cooperative Electric Company.. Kan","nsas","267"
"3310","Norton Electric Light Plant","Vermont","804"
"3311","Norton Power & Electric Company","Massachusetts -.","329"
"3312","*Norwalk Electric Light Department","Ohio","621"
"3313","*Norwalk, Third Taxing District of the City of","Connecticut","77"
"3314","*Norway Electric Light Department","Michigan","361"
"3315","'Norwich Gas and Electrical Department, City of. .",". Connecticut","77"
"3316","*Norwood Municipal Light Department. _","Massachusetts","340"
"3317","*Nueces Electric Cooperative, Inc","Texas.","785"
"3319","*Oak City Electrical Department","Utah","797"
"3320","*Oak City, Town of ._. ._","North Carolina","577"
"3321","*Oak Creek Municipal Light System","Colorado","68"
"3322","*Oakdale Cooperative Electrical Association","Wisconsin","891"
"3323","Oak Electric Light Co","Nebraska","462"
"3324","Oak Grove Utilities Company, Inc","Louisiana","288"
"3325","*Oak Harbor Light and Water Plant","Ohio","621"
"3326","*Oakley Municipal Plant","Kansas","258"
"3327","Oaks Light & Power Co","California","41"
"3328","*O. & A. Electric Cooperative","Michigan","365"
"3329","*Oberlin, City of","Kansas","258"
"3330","*Oberlin Municipal Light and Power","Ohio","621"
"3331","*O'Brien County Rural Electric Cooperative","Iowa","231"
"3332","*Ocala— Dept. of Public Service, City of","Florida","94"
"3333","*Oceana Electric Cooperative","Michigan","365"
"3334","*Ocnmlgee Electric Membership Corporation","Georgia","116"
"3335","*Oconee Electric Membership Corporation, The","Georgia","116"
"3336","*Oconomowoc Lighting Department","Wisconsin","884"
"3337","*Oconto Electric Cooperative","Wisconsin","891"
"3338","*Oconto Falls Water and Light Commission","Wisconsin","884"
"3339","*Ocracoke Power & Light Co","North Carolina","583"
"3340","*Odessa Utilities","Missouri","440"
"3341","*Ogden, Town of","Iowa","219"
"3342","*Ogden , Village of...","Illinois.","150"
"3343","*Ogdensburg Borough Electrical Department","New Jersey","516"
"3344","*Oglesby Light & Power Department","Illinois","150"
"3345","*OhioCity Electric Light Plant","Ohio","621"
"3351","Ohio Edison Company","Ohio ","602"
"3352","Ohio-Midland Light and Power Company","Ohio ","603"
"3354","Ohio Power Company, The","Ohio ","604"
"3355","Ohio Public Service Company, The","Ohio_. ","608"
"3356","Ohio River Power Company","Indiana ","166"
"3357","Ohio Valley Transmission Corporation","Indiana ","166"
"3358","*Ohiowa Electric System","Nebraska ","483"
"3359","*Ohop Valley Mutual Light and Power Company..","Washington ","840"
"3360","Ojibwa Sales Company","Wisconsin ","865"
"3361","*Okalona Farmers Light Company","Ohio ","630"
"3362","*Okanogan County Electric Cooperative, Inc","Washington ","840"
"3363","*Okeene, Town of","Oklahoma ","646"
"3365","tion, The","Georgia ","117"
"3366","Oklahoma Electric & Water Company","Oklahoma ","635"
"3367","*Oklahoma Electric Cooperative","Oklahoma . ","652"
"3368","Oklahoma Gas and Electric Company","Arkansas ","29"
"3369","","Oklahoma ","635"
"3370","Oklahoma Power and Water Co","Oklahoma ","637"
"3371","Oklahoma Utilities Company","Oklahoma ","637"
"3372","*Okolona, City of","Mississippi ","411"
"3373","Olcott Falls Company","Vermont ","804"
"3374","Old Capitol Utilities Corporation","Indiana ","166"
"3375","Old Dominion Power Company","Virginia ","814"
"3376","Oldenburg Electric Light & Power Co., Inc","Indiana ","166"
"3377","Old Forge Electric Corporation","New York ","541"
"3378","*Olive Hill Municipal Light Plant","Kentucky ","278"
"3379","*Oliver Municipal Electric Light Plant","Wisconsin ","884"
"3380","*OHvia Water and Light Department","Minnesota ","392"
"3381","Olmsted County Power Co","Minnesota ","376"
"3382","*Olustee Light System","Oklahoma ","646"
"3383","Olympic Public Service Company","Washington ","828"
"3384","*Olyphant Borough Light Committee","Pennsylvania ","700"
"3385","*Onawa Light & Power Plant","lowa.l ","219"
"3386","Onaway Electric Light & Power Co","Michigan ","352"
"3387","*Ong Municipal Electric system","Nebraska ","483"
"3388","*Onida Municipal Light & Water Works","South Dakota ","730"
"3390","tion, The","Michigan ","365"
"3391","Oolitic Light & Power Co","Indiana ","167"
"3392","*Opelika Light and Water Department","Alabama ","10"
"3393","*Opelousas Electric Light & Water Works Plant","Louisiana ","293"
"3394","Opheim Electric Company","Montana ","452"
"3395","""Oquawka Municipal Light Plant","Illinois ","150"
"3396","Oquossoc Light & Power Company","Maine ","303"
"3398","Jersey","New Jersey ","512"
"3399","Orange and Rockland Electric Company, The","New York ","541"
"3400","""Orangeburg Water & Light Plant","South Carolina ","717"
"3401","*Orange City Municipal Light Plant","Iowa ","219"
"3403","poration","Indiana ","187"
"3404","*0rcas Power & Light Company","Washington ","840"
"3405","Orchard Power, Light, Water & Gas Co","Colorado ","61"
"3406","*0rd Light & Water Plant","Nebraska ","484"
"3407","Oregon Gas and Electric Company","Oregon ","658"
"3408","Oregon Lumber Company","Oregon ","661"
"3409","*Orient, Town of","Iowa ","219"
"3410","*Orlando Municipal System","Oklahoma ","646"
"3411","*Orlando Utilities Commission","Florida ","94"
"3412","""•Orleans, Village of","Vermont ","809"
"3413","*Orrville Municipal Utilities","Ohio ","621"
"3414","*Ortonville Light & Power Department","Minnesota ","393"
"3415","*Osage City Municipal Light Plant","Kansas ","258"
"3416","*Osage Valley Electric Cooperative Association","Missouri ","446"
"3420","*0sawatomie Light and Water Department","Kansas ","259"
"3421","*0sborne, City of","Kansas ","259"
"3422","*0sceola Electric Cooperative, Inc","Iowa ","232"
"3423","*0sceola Light and Power Plant","Arkansas ","33"
"3424","Oswegatchie Light & Power Co","New York ","542"
"3425","*0swego Light Dept","Kansas ","259"
